gene,table,time_point,log2_fold_change,abs_log2_FC,kappa_V_predicted,mapping_status
b1758,2,T5,-0.2,0.2,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
b1758,2,T6,0.22,0.22,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
b1758,2,T7,0.03,0.03,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
b1758,2,T8,0.31,0.31,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
b2086,2,T1,-0.29,0.29,0.0,GLOBAL (uses biomass-deficit curvature time-series)
b2086,2,T2,0.02,0.02,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
b2086,2,T3,0.51,0.51,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
b2086,2,T4,0.01,0.01,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
b2086,2,T5,0.25,0.25,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
b2086,2,T6,0.4,0.4,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
b2086,2,T7,0.28,0.28,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
b2086,2,T8,0.31,0.31,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
hdhA,2,T1,0.11,0.11,0.0,GLOBAL (uses biomass-deficit curvature time-series)
hdhA,2,T2,0.36,0.36,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
hdhA,2,T3,0.49,0.49,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
hdhA,2,T4,0.11,0.11,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
hdhA,2,T5,0.01,0.01,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
hdhA,2,T6,-0.1,0.1,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
hdhA,2,T7,0.05,0.05,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
hdhA,2,T8,0.41,0.41,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
yjeB,2,T1,0.1,0.1,0.0,GLOBAL (uses biomass-deficit curvature time-series)
yjeB,2,T2,0.34,0.34,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
yjeB,2,T3,0.06,0.06,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
yjeB,2,T4,0.11,0.11,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
yjeB,2,T5,-0.04,0.04,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
yjeB,2,T6,-0.19,0.19,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
yjeB,2,T7,0.03,0.03,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
yjeB,2,T8,0.11,0.11,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
otsB,2,T1,0.0,0.0,0.0,GLOBAL (uses biomass-deficit curvature time-series)
otsB,2,T2,0.3,0.3,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
otsB,2,T3,0.06,0.06,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
otsB,2,T4,-0.04,0.04,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
otsB,2,T5,0.23,0.23,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
otsB,2,T6,0.15,0.15,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
otsB,2,T7,0.32,0.32,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
otsB,2,T8,0.22,0.22,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
rpsV,2,T1,0.28,0.28,0.0,GLOBAL (uses biomass-deficit curvature time-series)
rpsV,2,T2,0.59,0.59,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
rpsV,2,T3,0.51,0.51,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
rpsV,2,T4,0.66,0.66,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
rpsV,2,T5,1.15,1.15,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
rpsV,2,T6,1.13,1.13,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
rpsV,2,T7,1.38,1.38,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
rpsV,2,T8,1.59,1.59,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
b0753,2,T1,0.14,0.14,0.0,GLOBAL (uses biomass-deficit curvature time-series)
b0753,2,T2,0.57,0.57,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
b0753,2,T3,0.37,0.37,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
b0753,2,T4,0.59,0.59,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
b0753,2,T5,0.34,0.34,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
b0753,2,T6,0.47,0.47,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
b0753,2,T7,0.71,0.71,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
b0753,2,T8,0.61,0.61,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
ygaF,2,T1,0.24,0.24,0.0,GLOBAL (uses biomass-deficit curvature time-series)
ygaF,2,T2,0.39,0.39,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
ygaF,2,T3,0.42,0.42,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
ygaF,2,T4,0.44,0.44,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
ygaF,2,T5,0.36,0.36,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
ygaF,2,T6,0.11,0.11,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
ygaF,2,T7,0.27,0.27,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
ygaF,2,T8,0.25,0.25,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
yeaG,2,T1,0.2,0.2,0.0,GLOBAL (uses biomass-deficit curvature time-series)
yeaG,2,T2,0.08,0.08,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
yeaG,2,T3,-0.03,0.03,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
yeaG,2,T4,0.47,0.47,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
yeaG,2,T5,0.24,0.24,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
yeaG,2,T6,0.02,0.02,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
yeaG,2,T7,0.04,0.04,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
yeaG,2,T8,0.04,0.04,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
ygaE,2,T1,0.13,0.13,0.0,GLOBAL (uses biomass-deficit curvature time-series)
ygaE,2,T2,0.27,0.27,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
ygaE,2,T3,0.1,0.1,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
ygaE,2,T4,0.07,0.07,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
ygaE,2,T5,0.11,0.11,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
ygaE,2,T6,0.47,0.47,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
ygaE,2,T7,0.02,0.02,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
ygaE,2,T8,0.14,0.14,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
yjgR,2,T1,0.04,0.04,0.0,GLOBAL (uses biomass-deficit curvature time-series)
yjgR,2,T2,0.03,0.03,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
yjgR,2,T3,-0.24,0.24,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
yjgR,2,T4,0.27,0.27,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
yjgR,2,T5,0.26,0.26,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
yjgR,2,T6,0.67,0.67,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
yjgR,2,T7,-0.11,0.11,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
yjgR,2,T8,-0.04,0.04,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
ygaU,2,T1,0.07,0.07,0.0,GLOBAL (uses biomass-deficit curvature time-series)
ygaU,2,T2,0.08,0.08,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
ygaU,2,T3,0.26,0.26,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
ygaU,2,T4,0.12,0.12,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
ygaU,2,T5,0.14,0.14,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
ygaU,2,T6,0.3,0.3,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
ygaU,2,T7,0.24,0.24,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
ygaU,2,T8,0.37,0.37,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
ymgA,2,T1,-0.19,0.19,0.0,GLOBAL (uses biomass-deficit curvature time-series)
ymgA,2,T2,0.18,0.18,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
ymgA,2,T3,0.37,0.37,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
ymgA,2,T4,0.12,0.12,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
ymgA,2,T5,0.3,0.3,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
ymgA,2,T6,0.17,0.17,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
ymgA,2,T7,0.29,0.29,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
ymgA,2,T8,0.64,0.64,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
b2097,2,T1,-0.03,0.03,2.5559093329160782e-28,MAPPED to b2097 -> ['FBA']
b2097,2,T2,0.13,0.13,0.37960566893160547,MAPPED to b2097 -> ['FBA']
b2097,2,T3,0.39,0.39,1.518422675726414,MAPPED to b2097 -> ['FBA']
b2097,2,T4,0.39,0.39,3.137678107262858,MAPPED to b2097 -> ['FBA']
b2097,2,T5,0.44,0.44,5.3382047193507836,MAPPED to b2097 -> ['FBA']
b2097,2,T6,-0.05,0.05,7.265889756894134,MAPPED to b2097 -> ['FBA']
b2097,2,T7,-0.06,0.06,8.564852905269504,MAPPED to b2097 -> ['FBA']
b2097,2,T8,0.36,0.36,9.490141723290312,MAPPED to b2097 -> ['FBA']
yjgB,2,T1,0.01,0.01,0.0,GLOBAL (uses biomass-deficit curvature time-series)
yjgB,2,T2,0.08,0.08,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
yjgB,2,T3,0.64,0.64,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
yjgB,2,T4,0.27,0.27,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
yjgB,2,T5,0.16,0.16,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
yjgB,2,T6,0.14,0.14,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
yjgB,2,T7,-0.23,0.23,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
yjgB,2,T8,0.14,0.14,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
ppiA,3,T1,-0.25,0.25,0.0,GLOBAL (uses biomass-deficit curvature time-series)
ppiA,3,T2,0.01,0.01,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
ppiA,3,T3,0.07,0.07,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
ppiA,3,T4,0.11,0.11,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
ppiA,3,T5,-0.28,0.28,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
ppiA,3,T6,-0.56,0.56,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
ppiA,3,T7,0.15,0.15,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
ppiA,3,T8,-0.04,0.04,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
degS,3,T1,-0.73,0.73,0.0,GLOBAL (uses biomass-deficit curvature time-series)
degS,3,T2,-0.07,0.07,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
degS,3,T3,-0.12,0.12,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
degS,3,T4,0.06,0.06,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
degS,3,T5,-0.07,0.07,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
degS,3,T6,-0.3,0.3,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
degS,3,T7,-0.17,0.17,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
degS,3,T8,-0.09,0.09,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
narJ,3,T1,0.03,0.03,0.0,GLOBAL (uses biomass-deficit curvature time-series)
narJ,3,T2,-0.02,0.02,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
narJ,3,T3,-0.77,0.77,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
narJ,3,T4,-0.04,0.04,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
narJ,3,T5,-0.17,0.17,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
narJ,3,T6,0.21,0.21,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
narJ,3,T7,0.13,0.13,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
narJ,3,T8,0.03,0.03,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
hslJ,3,T1,0.07,0.07,0.0,GLOBAL (uses biomass-deficit curvature time-series)
hslJ,3,T2,-0.15,0.15,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
hslJ,3,T3,-0.58,0.58,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
hslJ,3,T4,-0.09,0.09,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
hslJ,3,T5,0.15,0.15,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
hslJ,3,T6,-0.27,0.27,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
hslJ,3,T7,0.01,0.01,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
hslJ,3,T8,-0.22,0.22,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
hdeA,3,T1,0.55,0.55,0.0,GLOBAL (uses biomass-deficit curvature time-series)
hdeA,3,T2,0.11,0.11,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
hdeA,3,T3,-0.38,0.38,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
hdeA,3,T4,-0.25,0.25,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
hdeA,3,T5,-0.34,0.34,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
hdeA,3,T6,-0.3,0.3,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
hdeA,3,T7,-0.35,0.35,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
hdeA,3,T8,-0.37,0.37,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
yabH,3,T1,0.07,0.07,0.0,GLOBAL (uses biomass-deficit curvature time-series)
yabH,3,T2,-0.2,0.2,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
yabH,3,T3,-0.07,0.07,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
yabH,3,T4,-0.21,0.21,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
yabH,3,T5,-0.57,0.57,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
yabH,3,T6,-0.04,0.04,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
yabH,3,T7,0.13,0.13,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
yabH,3,T8,-0.53,0.53,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
stpA,3,T1,-0.04,0.04,0.0,GLOBAL (uses biomass-deficit curvature time-series)
stpA,3,T2,-0.58,0.58,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
stpA,3,T3,-0.4,0.4,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
stpA,3,T4,-0.31,0.31,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
stpA,3,T5,-0.29,0.29,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
stpA,3,T6,-0.31,0.31,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
stpA,3,T7,0.01,0.01,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
stpA,3,T8,-0.72,0.72,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
bcp,3,T1,0.19,0.19,0.0,GLOBAL (uses biomass-deficit curvature time-series)
bcp,3,T2,-0.17,0.17,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
bcp,3,T3,-0.53,0.53,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
bcp,3,T4,-0.23,0.23,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
bcp,3,T5,-0.42,0.42,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
bcp,3,T6,-0.32,0.32,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
bcp,3,T7,-0.04,0.04,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
bcp,3,T8,-0.55,0.55,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
ydaA,3,T1,0.0,0.0,0.0,GLOBAL (uses biomass-deficit curvature time-series)
ydaA,3,T2,-0.16,0.16,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
ydaA,3,T3,-0.39,0.39,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
ydaA,3,T4,-0.37,0.37,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
ydaA,3,T5,-0.22,0.22,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
ydaA,3,T6,-0.33,0.33,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
ydaA,3,T7,-0.14,0.14,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
ydaA,3,T8,-0.14,0.14,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
recF,3,T1,0.09,0.09,0.0,GLOBAL (uses biomass-deficit curvature time-series)
recF,3,T2,-0.27,0.27,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
recF,3,T3,-0.17,0.17,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
recF,3,T4,-0.45,0.45,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
recF,3,T5,-0.14,0.14,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
recF,3,T6,-0.31,0.31,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
recF,3,T7,-0.27,0.27,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
recF,3,T8,-0.17,0.17,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
hslV,3,T1,0.08,0.08,0.0,GLOBAL (uses biomass-deficit curvature time-series)
hslV,3,T2,-0.13,0.13,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
hslV,3,T3,-0.19,0.19,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
hslV,3,T4,-0.4,0.4,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
hslV,3,T5,-0.2,0.2,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
hslV,3,T6,-0.28,0.28,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
hslV,3,T7,-0.33,0.33,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
hslV,3,T8,-0.29,0.29,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
dnaJ,3,T1,0.05,0.05,0.0,GLOBAL (uses biomass-deficit curvature time-series)
dnaJ,3,T2,-0.39,0.39,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
dnaJ,3,T3,-0.31,0.31,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
dnaJ,3,T4,-0.05,0.05,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
dnaJ,3,T5,-0.11,0.11,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
dnaJ,3,T6,-0.12,0.12,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
dnaJ,3,T7,-0.63,0.63,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
dnaJ,3,T8,0.1,0.1,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
ymdD,3,T1,0.03,0.03,0.0,GLOBAL (uses biomass-deficit curvature time-series)
ymdD,3,T2,0.27,0.27,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
ymdD,3,T3,0.11,0.11,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
ymdD,3,T4,0.04,0.04,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
ymdD,3,T5,-0.16,0.16,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
ymdD,3,T6,0.14,0.14,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
ymdD,3,T7,-0.13,0.13,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
ymdD,3,T8,0.55,0.55,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
mutL,3,T1,0.02,0.02,0.0,GLOBAL (uses biomass-deficit curvature time-series)
mutL,3,T2,-0.02,0.02,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
mutL,3,T3,0.18,0.18,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
mutL,3,T4,0.22,0.22,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
mutL,3,T5,0.03,0.03,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
mutL,3,T6,-0.41,0.41,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
mutL,3,T7,0.43,0.43,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
mutL,3,T8,1.04,1.04,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
msrA,3,T1,0.13,0.13,0.0,GLOBAL (uses biomass-deficit curvature time-series)
msrA,3,T2,0.23,0.23,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
msrA,3,T3,0.41,0.41,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
msrA,3,T4,0.09,0.09,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
msrA,3,T5,0.0,0.0,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
msrA,3,T6,0.11,0.11,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
msrA,3,T7,0.05,0.05,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
msrA,3,T8,0.13,0.13,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
sodA,3,T1,-0.05,0.05,0.0,GLOBAL (uses biomass-deficit curvature time-series)
sodA,3,T2,-0.07,0.07,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
sodA,3,T3,0.24,0.24,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
sodA,3,T4,0.0,0.0,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
sodA,3,T5,0.04,0.04,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
sodA,3,T6,0.17,0.17,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
sodA,3,T7,0.01,0.01,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
sodA,3,T8,0.07,0.07,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
ydeB,3,T1,0.0,0.0,0.0,GLOBAL (uses biomass-deficit curvature time-series)
ydeB,3,T2,-0.03,0.03,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
ydeB,3,T3,0.49,0.49,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
ydeB,3,T4,-0.1,0.1,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
ydeB,3,T5,-0.04,0.04,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
ydeB,3,T6,-0.04,0.04,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
ydeB,3,T7,0.02,0.02,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
ydeB,3,T8,0.13,0.13,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
uvrB,3,T1,0.19,0.19,0.0,GLOBAL (uses biomass-deficit curvature time-series)
uvrB,3,T2,-0.07,0.07,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
uvrB,3,T3,0.94,0.94,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
uvrB,3,T4,0.07,0.07,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
uvrB,3,T5,-0.11,0.11,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
uvrB,3,T6,-0.06,0.06,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
uvrB,3,T7,-0.01,0.01,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
uvrB,3,T8,-0.24,0.24,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
ydgO,3,T1,0.03,0.03,0.0,GLOBAL (uses biomass-deficit curvature time-series)
ydgO,3,T2,0.28,0.28,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
ydgO,3,T3,0.25,0.25,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
ydgO,3,T4,0.03,0.03,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
ydgO,3,T5,0.04,0.04,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
ydgO,3,T6,-0.04,0.04,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
ydgO,3,T7,0.02,0.02,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
ydgO,3,T8,0.01,0.01,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
cutC,3,T1,0.18,0.18,0.0,GLOBAL (uses biomass-deficit curvature time-series)
cutC,3,T2,0.08,0.08,0.0063417258645956445,GLOBAL (uses biomass-deficit curvature time-series)
cutC,3,T3,0.33,0.33,0.025366903458380084,GLOBAL (uses biomass-deficit curvature time-series)
cutC,3,T4,0.44,0.44,0.05241832784954572,GLOBAL (uses biomass-deficit curvature time-series)
cutC,3,T5,0.5,0.5,0.08918051997086955,GLOBAL (uses biomass-deficit curvature time-series)
cutC,3,T6,0.25,0.25,0.12138459662701677,GLOBAL (uses biomass-deficit curvature time-series)
cutC,3,T7,0.55,0.55,0.14308518981992852,GLOBAL (uses biomass-deficit curvature time-series)
cutC,3,T8,0.74,0.74,0.1585431466148791,GLOBAL (uses biomass-deficit curvature time-series)
ybeV,3,T1,0.0,0.0,0.0,GLOBAL (uses biomass-deficit curvature time-series)
